timestamp,domain,retriever,reranker,stage,version,corpus_representation,corpus_granularity,query_context_mode,anchor_preprocessing,n_queries,n_articles,recall_at_1,recall_at_3,recall_at_5,recall_at_10,recall_at_20,recall_at_50,recall_at_100,mrr,notes
2026-02-28 03:33:43,money-heist,sentence-transformers/all-mpnet-base-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,9,title_full,article,anchor_sentence,raw,1000,267,0.573,0.732,0.741,0.741,0.741,0.741,0.741,0.6504,
2026-02-28 03:33:43,money-heist,sentence-transformers/all-mpnet-base-v2,,retrieval,10,title_full,article,anchor_sentence,raw,1000,267,0.527,0.709,0.748,0.777,0.822,0.847,0.913,0.6258,
2026-02-28 03:33:43,money-heist,sentence-transformers/all-mpnet-base-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,10,title_full,article,anchor_sentence,raw,1000,267,0.601,0.739,0.748,0.748,0.748,0.748,0.748,0.667,
2026-02-28 03:33:44,money-heist,sentence-transformers/all-mpnet-base-v2,,retrieval,11,title_full,article,anchor_sentence,raw,1000,267,0.46,0.663,0.716,0.752,0.78,0.837,0.913,0.5725,
2026-02-28 03:33:44,money-heist,sentence-transformers/all-mpnet-base-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,11,title_full,article,anchor_sentence,raw,1000,267,0.58,0.716,0.716,0.716,0.716,0.716,0.716,0.644,
2026-02-28 03:33:44,money-heist,sentence-transformers/all-mpnet-base-v2,,retrieval,12,title_full,article,anchor_sentence,raw,1000,267,0.542,0.72,0.761,0.775,0.807,0.852,0.892,0.6376,
2026-02-28 03:33:44,money-heist,sentence-transformers/all-mpnet-base-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,12,title_full,article,anchor_sentence,raw,1000,267,0.605,0.751,0.761,0.761,0.761,0.761,0.761,0.6737,
2026-02-28 03:33:44,money-heist,sentence-transformers/all-mpnet-base-v2,,retrieval,13,title_full,article,anchor_sentence,raw,1000,267,0.506,0.711,0.74,0.768,0.787,0.816,0.882,0.6148,
2026-02-28 03:33:44,money-heist,sentence-transformers/all-mpnet-base-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,13,title_full,article,anchor_sentence,raw,1000,267,0.556,0.73,0.74,0.74,0.74,0.74,0.74,0.64,
2026-02-28 03:33:45,money-heist,sentence-transformers/all-mpnet-base-v2,,retrieval,14,title_full,article,anchor_sentence,raw,1000,267,0.546,0.708,0.744,0.766,0.783,0.854,0.895,0.6328,
2026-02-28 03:33:45,money-heist,sentence-transformers/all-mpnet-base-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,14,title_full,article,anchor_sentence,raw,1000,267,0.59,0.744,0.744,0.744,0.744,0.744,0.744,0.6603,
2026-02-28 03:33:45,money-heist,sentence-transformers/all-mpnet-base-v2,,retrieval,15,title_full,article,anchor_sentence,raw,1000,267,0.52,0.708,0.739,0.764,0.785,0.835,0.885,0.6177,
2026-02-28 03:33:45,money-heist,sentence-transformers/all-mpnet-base-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,15,title_full,article,anchor_sentence,raw,1000,267,0.587,0.73,0.739,0.739,0.739,0.739,0.739,0.6546,
2026-02-28 03:33:45,money-heist,sentence-transformers/all-mpnet-base-v2,,retrieval,16,title_full,article,anchor_sentence,raw,1000,267,0.518,0.696,0.746,0.768,0.792,0.871,0.928,0.6196,
2026-02-28 03:33:45,money-heist,sentence-transformers/all-mpnet-base-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,16,title_full,article,anchor_sentence,raw,1000,267,0.54,0.737,0.746,0.746,0.746,0.746,0.746,0.6336,
2026-02-28 03:33:46,money-heist,sentence-transformers/all-mpnet-base-v2,,retrieval,17,title_full,article,anchor_sentence,raw,1000,267,0.52,0.71,0.73,0.77,0.802,0.874,0.914,0.6204,
2026-02-28 03:33:46,money-heist,sentence-transformers/all-mpnet-base-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,17,title_full,article,anchor_sentence,raw,1000,267,0.572,0.72,0.73,0.73,0.73,0.73,0.73,0.6442,
2026-02-28 03:33:46,money-heist,sentence-transformers/all-mpnet-base-v2,,retrieval,18,title_full,article,anchor_sentence,raw,1000,267,0.519,0.713,0.736,0.752,0.767,0.85,0.91,0.6196,
2026-02-28 03:33:46,money-heist,sentence-transformers/all-mpnet-base-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,18,title_full,article,anchor_sentence,raw,1000,267,0.534,0.726,0.736,0.736,0.736,0.736,0.736,0.6257,
2026-02-28 03:33:46,money-heist,sentence-transformers/all-mpnet-base-v2,,retrieval,19,title_full,article,anchor_sentence,raw,1000,267,0.528,0.708,0.735,0.764,0.792,0.845,0.896,0.6224,
