paragraph_id,article_id,paragraph_text
beverlyhillscop_paragraph_0000006,2054,"The hard-nosed Detroit cop from the original film returns to Los Angeles to help solve another case. This time he must direct his efforts towards unravelling the Alphabet Crimes, a series of robberies committed by leather-jacketed punks. The investigation puts him on the trail of an illegal arms dealer and his hit lady."
beverlyhillscop_paragraph_0000007,2054,"When his boss is killed, Detroit cop Alex Foley (Eddie Murphy) finds evidence that the murderer had ties to a California amusement park called Wonder World. Returning to Beverly Hills once more, Foley reunites with Detective Billy Rosewood (Judge Reinhold) to solve the case. Along with Billy's new partner, Jon Flint (Héctor Elizondo), they discover that the security force of Wonder World is actually part of a counterfeit money operation headed by park manager Orrin Sanderson (John Saxon)."
beverlyhillscop_paragraph_0000008,2054,"Detective Axel Foley (Eddie Murphy) is back on the beat in Beverly Hills. After his daughter’s life is threatened, she (Taylour Paige) and Foley team up with a new partner (Joseph Gordon-Levitt) and old pals Billy Rosewood (Judge Reinhold) and John Taggart (John Ashton) to turn up the heat and uncover a conspiracy."
beverlyhillscop_paragraph_0000009,2054,"There is a recurring instrumental theme throughout the film series called ""Axel F"", which was composed by Harold Faltermeyer. The theme became popular with audiences, and has been remixed by Crazy Frog. A new version of the theme was created for Beverly Hills Cop III, with Faltermeyer not returning for the film. The trilogy's soundtracks have been praised, giving rise to such hit songs as ""The Heat is On"", ""Stir it Up"" and ""Shakedown""."
beverlyhillscop_paragraph_0000010,2054,"A fourth entry in the series was initially announced for release in the mid-1990s, under the production of Eddie Murphy's own production company ""Eddie Murphy Productions"", though production later fizzled out. It was re-announced in 2006, when producer Jerry Bruckheimer announced his intention to resurrect the film series, though he eventually gave up his option to produce the film, instead passing production duties to Lorenzo di Bonaventura. In September 2006 a script, an amalgamation of several earlier drafts, was presented to Murphy who was reported to be ""very happy"" with the outline which was described as an attempt to recapture the ""feel of the original"". Murphy admitted one of his motivations for making a fourth Beverly Hills Cop film was to make up for the fact that the third film was ""horrible"" and that ""he didn't want to leave (the series) like that""."
beverlyhillscop_paragraph_0000011,2054,"In May 2008, Rush Hour director Brett Ratner was officially named director, who promised the film would return under the series' standard ""R"" rating, rather than as a rumored watered down PG-13. Michael Brandt and Derek Haas were hired as screenwriters to improve on the existing script in July 2008 and completed a new script, under the working title ""Beverly Hills Cop 2009"", which would see Foley return to Beverly Hills to investigate the murder of his friend Billy Rosewood. The script was eventually rejected, leaving Ratner to work on a new idea. In an interview with Empire magazine, Ratner stated ""I'm working very hard on the fourth. It's very difficult, especially since there were three before. We're trying to figure out some important things, like where do we start? Is Axel retired? Is he in Beverly Hills? Is he on vacation? Does Judge Reinhold return as the loveable Billy Rosewood? Many questions to figure out, but I'm hoping to have a script before film disappears from our existence."" Although Murphy himself committed to the project, it was unconfirmed whether the series' other principal actors, Judge Reinhold, John Ashton, Ronny Cox or Bronson Pinchot would also return, though Ratner stated in late 2009 that he was trying to convince Reinhold and Ashton to reprise their roles. Harold Faltermeyer's ""Axel F"", however, would definitely be returning for the proposed fourth installment, with Ratner quoted as saying ""It'll be back but it'll be a whole new interpretation."" On November 15, 2010, Ratner stated in an interview with MTV that there was still a possibility that they will make a fourth film, but that it wouldn't be ""anytime soon."""
beverlyhillscop_paragraph_0000012,2054,"In October 2011, Murphy discussed a possible fourth film, stating, ""They're not doing it. What I'm trying to do now is produce a TV show starring Axel Foley's son, and Axel is the chief of police now in Detroit. I'd do the pilot, show up here and there. None of the movie scripts were right; it was trying to force the premise. If you have to force something, you shouldn't be doing it. It was always a rehash of the old thing. It was always wrong."" CBS ordered a pilot with Brandon T. Jackson starring as Axel Foley's son, Aaron. The hour long crime drama was produced by the critically acclaimed writer Shawn Ryan who created The Shield and The Chicago Code."
beverlyhillscop_paragraph_0000013,2054,"In January 2013, Ryan stated, ""It's going to be a CBS procedural. We're going to solve a case every week, but we're going to do it with a lot of humor and a lot of fun. And I would say the stealth thing I would like to get in is, in a day and age when income inequality and class inequities dominate a lot of the country, this is going to be an opportunity to put a young working-class kid in Detroit in the middle of Beverly Hills, you can do a lot of stealth social commentary. My approach is to update it and make it feel modern and 2013. The pilot opens with a 4-5 minute sequence which I think is really harrowing and really dangerous, that would be something that you might have seen on 'Chicago Code' or 'The Shield.' I want it to feel grounded in that way. There'll be some opportunities for laughs after that. It's not a laughs come first show."""
beverlyhillscop_paragraph_0000014,2054,"In February 2013, Kevin Pollak was cast as Rodney Daloof, an irritating and incredibly risk-adverse in-house attorney for the Beverly Hills Police Department. David Denman is set to co-star as Brad, a stand-up, extremely likable and socially awkward Beverly Hills detective, formerly a baseball player and a musician. Men In Black and Get Shorty's director Barry Sonnenfeld agreed to both direct the Beverly Hills Cop pilot and serve as an executive producer. In May 2013, CBS decided to pass on the Beverly Hills Cop TV series. In August 2013, Brandon T. Jackson give his reason about the pass:"
beverlyhillscop_paragraph_0000015,2054,"I think we were very edgy for CBS. I think we were the edgiest as you could've went for CBS. It would have been like a 'Fresh Prince' thing on CBS, like the edgiest you can go on network TV. But it doesn't agree to our franchise man."""
beverlyhillscop_paragraph_0000016,2054,"During late Summer 2013, after CBS decided to pass on the TV series, Paramount decided to move forward with the fourth film. On September 13, 2013, Jerry Bruckheimer, stated he was in talks to produce. On December 6, 2013, it was announced that Eddie Murphy will again reprise the role of Axel Foley and Brett Ratner will direct. On May 2, 2014, Deadline announced that screenwriters Josh Appelbaum and Andre Nemec would be penning the screenplay."
beverlyhillscop_paragraph_0000017,2054,"On June 27, 2014, in an interview with Rolling Stone, Murphy discussed returning to the edgier type character of Axel Foley after years of making family friendly films. ""I haven't done a street guy, working class, blue-collar character in ages so maybe it's like, 'Oh, wow, I didn't remember he was able to do that'"" Murphy said. According to studio reports on the film's plot, Foley will return Detroit after leaving his job in Beverly Hills and he will be faced with coldest winter on record to navigate the new rules and old enemies of one of America's most tenacious cities. The state of Michigan approved $13.5 million in film incentives, based on an estimated $56.6 million of filmmaker spending in the state. The movie will be shot in and around Detroit and is estimated to provide jobs for 352 workers. The studio is targeting a March 2016 release date for the film."
beverlyhillscop_paragraph_0000018,2054,Beverly Hills Cop
beverlyhillscop_paragraph_0000019,2054,Beverly Hills Cop II
beverlyhillscop_paragraph_0000020,2054,Beverly Hills Cop III
beverlyhillscop_paragraph_0000001,2058,"Axel Foley


Born
August 25, 1957


Status
Alive


Aliases
Achmed, Ackwell (by Serge)Inspector Rafferty (US Customs Alias)Ramon (Alias)Ace (Undercover Credit Card Businessman Alias)Johnny Wishbone (Alias)Richard James (Alias)Sidney Bernstein (Alias)Nigel Applebottom (Alias)Red Michaels (Alias)Motor City Shit Magnet (by Jeffrey)


Profession
Police Detective


Residence
Detroit, Michigan, USA


Affiliation
Detroit Police DepartmentBeverly Hills Police Department


Family Members
Mr. Foley (Father)Mrs. Foley (Mother)Jane Saunders (Daughter)


Portrayed By
Eddie Murphy"
beverlyhillscop_paragraph_0000002,2058,"Det. Axel Foley is a fictional character, portrayed by Eddie Murphy, and is the main protagonist of the Beverly Hills Cop film franchise."
beverlyhillscop_paragraph_0000003,2058,"Axel was born on August 25, 1957 in Detroit, Michigan. He attended Mumford High School and became small-time juvenile hoodlum. After a few years in which he was unemployed, Foley joined the Detroit Police Department in 1983. A talented policeman, Axel is also known to bend the rules, which annoys his boss, Inspector Todd. When Axel and his friend Michael ""Mikey"" Tandino were younger, they used to get in trouble a lot by stealing cars."
beverlyhillscop_paragraph_0000004,2058,"Foley is delighted when he receives a surprise visit from his best friend Mikey Tandino, who lives in California. Unfortunately, Mikey is soon killed when Axel was hit in the head, by a man named Zack. Foley goes to Beverly Hills, California, to find Mikey's assailant (since Mikey told Foley he had a job at an art gallery in Beverly Hills) where Beverly Hills Police Department Lieutenant Andrew Bogomil assigns Detective Billy Rosewood and Sergeant John Taggart to keep an eye on Foley. Where he made friends with the two detectives."
beverlyhillscop_paragraph_0000005,2058,"Foley visits his childhood friend Jenny Summers who works at the art gallery owned by a wealthy man named Victor Maitland. With Jenny's help, Foley discovers that Zack works for Jenny's boss, Victor Maitland himself. Maitland is a drug kingpin who is using the gallery as a front, and Maitland ordered Zack to kill Mikey after Maitland accused Mikey of stealing some of Maitland's bonds. Billy, Taggart, and Foley head to Maitland's mansion to apprehend Maitland. Foley and Bogomil simultaneously shoot and kill Maitland. In the end he also earned Bogomil's trust. Before he was about to head back to Detroit, he offered to have a beer with Taggart and Rosewood, even though they are still on duty.  Taggart tells Billy, one beer won't hurt us.  Rosewood said okay, and Axel told the guys he knows a great bar to get a beer."
beverlyhillscop_paragraph_0000006,2058,"Foley is watching the news on TV when he sees a report that his friend, Beverly Hills Police Department Captain Andrew Bogomil, has been shot by a tall, blonde woman and two of her assailants. Foley heads out to Beverly Hills to visit Bogomil in the hospital, and this is where Foley is reunited with Bogomil's daughter, Jan Bogomil. Foley is also reunited with his friends Detective Billy Rosewood and Sergeant John Taggart. Rosewood and Taggart decide to let Foley help them find the woman who tried to kill Bogomil, even though abusive police chief Harold Lutz has been deliberately trying to find a reason to fire them. Foley, Rosewood, and Taggart soon discover that the alphabet robberies, a series of robberies that have been going on in the area, are masterminded by weapons kingpin Maxwell Dent, and Dent had sent his fiancé Karla Fry to try to kill Bogomil because Bogomil had been after Dent. With this information, Foley, Rosewood, and Taggart try to find Dent and Karla. They track them down and find out the alphabet crimes is about arms dealing.  Dent and Karla are about to make an arms deal with Nikos Thomopolis in Dent's oil field, framed Charles Cain as the alphabet robber so no one suspect Dent was the mastermind was behind this.  Foley, Taggart and Rosewood thwarted their plan, took out both Dent and Karla.  Thermopolis and Dent's men are arrested.  The Mayor fired Lutz for his abusive attitude and jeopardizing the case and commended Foley, Taggart, Rosewood for their service and puts in a good word with Inspector Todd.  The Mayor promoted Bogomil who survived the gunshot wound and he is the new chief of Police. He said goodbye to his friends and headed back home."
beverlyhillscop_paragraph_0000007,2058,"Axel is the lead detective for a chop shop investigation and calls off the SWAT officers, believing him and his team can handle a few mechanics. The bust goes south and turns into a shoot-out, where Axel witnesses his boss, and friend, Inspector Douglas Todd is murdered. Axel follows several clues to Wonder World, a theme park in Beverly Hills, California. He ignores the orders of Secret Service Agent Steve Fulbright to stand down. Fulbright insists the man who murdered Todd must remain free as part of a larger federal investigation."
beverlyhillscop_paragraph_0000008,2058,"In the luxurious backdrop of Beverly Hills, Axel is reunited with his old friend, Billy Rosewood, who now holds a prestigious role as Deputy Director of Operations for Joint Systems Interdepartmental Operational Command (DDO-JSIOC). Billy, now a big shot, has a new partner, Jonathan ""Jon"" Flint. Foley, always one for adventure, decides to explore Wonder World, owned by Dave ""Uncle Dave"" Thornton. While there, Axel springs into action, rescuing two kids stranded on a malfunctioning ride. However, his heroics lead him to a startling revelation: Ellis DeWald, the head of security and personal relations, is the very same man who murdered Inspector Todd. This shocking truth shakes the foundation of their friendship, especially for Flint, who can't believe that Dewald, a friend of his, is running a counterfeiting ring within the theme park. And all of this unfolds with Axel Foley's signature swagger, donning his iconic Beverly Hills Cop jacket."
beverlyhillscop_paragraph_0000009,2058,"Foley is also falling in love with Janice Perkins, who works at the park. When Dave gets shot by Dewald in the chest with Foley's gun, Foley is accused of being the man who shot Dave after rushing him to the hospital. With the - rather reluctant - help of Billy, Foley sets out to prove his innocence and get revenge on Dewald and Sanderson. This results in a chase and shootout with Sanderson and Dewald's security men all across the theme park."
beverlyhillscop_paragraph_0000010,2058,"Finally, in the park's prehistoric world ride, Foley manages to kill Dewald but gets shot himself. As he sits down to recover, Agent Steve Fulbright, who had been helping Foley suddenly shows up after he killed Sanderson. Foley reveals that he has come to suspect that Fulbright is also involved in the counterfeit scheme. His suspicions are true, but as the corrupt agent prepares to shoot him, Foley jumps him, and in the ensuing tussle Fulbright is accidentally killed when his gun is fired. One of the shots, however, over penetrates and nicks Flint, who has just arrived having received a call and discovering Dewald's treachery who shot Dave; both are eventually joined by Rosewood, who has been seriously wounded by the security men."
beverlyhillscop_paragraph_0000011,2058,"In the end, Flint, Rosewood and Foley are all injured, Uncle Dave survived his gunshot wound and commended Foley, Rosewood and Flint for saving his life and take down the DeWald counterfeiting operation. Janice invites Foley to an upcoming Tunnel of Love Ride but not before the latest character of the theme park has been introduced—Axel Fox."
beverlyhillscop_paragraph_0000012,2058,"Axel is now a police lieutenant in Detroit whose investigations into crimes against his loved ones often bring him to Beverly Hills. His latest stunt in foiling a robbery at a hockey game leads the brass to come down hard on Axel's friend and Deputy Chief Jeffrey Friedman. Jeffrey decides to resign to protect Axel, but also because he wants to live whatever life he has left with his family. He advises Axel to call Jane Saunders, his estranged daughter who lives in Beverly Hills as a criminal defense lawyer. She's defending an alleged cop killer named Sam Enriquez, but believes the cops are framing him because they're dirty. She also thinks the cop who was killed, Copeland, is dirty. Axel gets a call from Billy Rosewood warning Axel about a threat to Jane's life, which brings Axel back to the sunshine state. He arrives the next morning to learn Rosewood has gone missing and caught the attention of unsavory criminals. His rendezvous with the criminals trashing Rosewood's office lands Axel in jail, where he meets Detective Bobby Abbott who claims Rosewood has been trying to mess up his case. Abbott is also Jane's ex-boyfriend. Axel reunites with Jane at the police station, but she's not interested in a family reunion."
beverlyhillscop_paragraph_0000013,2058,"Axel also reunites with John Taggart, who is now the Chief of Police and friends with Captain Cade Grant - the very officer who Rosewood and Jane suspect of being dirty. Axel reaches the same conclusion after seeing his expensive clothes. He isn't swayed by Grant's smooth talking ways and attempts to manipulate. Axel makes a deal with Jane to help her exonerate Enriquez in exchange for helping him investigate what happened to Rosewood. Their partnership leads them to discover a low tech surveillance camera inside Copeland's car, though Rosewood stole the SD card. Axel and Jane try to work together despite their rocky past and remaining issues. They are attacked in the streets by cartel members, though Abbott's presence helps save them. Taggart tells Axel more about the case that caused Billy to turn over his shield, and how he swore up and down Grant was dirty, despite Taggart's insistence to the contrary."
beverlyhillscop_paragraph_0000014,2058,"Taggart tells Axel to get back to Detroit then suspends Abbott for his role in the shootout. Axel convinces Jane to still help them despite the investigation leaning more toward cop antics then legal ones. Following a lead from Rosewood's day planner, the trio team up with Serge to get close to a house Rosewood was surveilling. Once inside, Axel finds drug residue and the car that chased Copeland off the street. Jane is fed up with the illegal investigation and accuses Axel of not being in town for her, but for the action. She drops out of the investigation leaving Axel and Abbott to follow more leads, including an interview with a drug smuggler, Chalino Valdemoro. Chalino reveals Rosewood is being held captive at the pier. Grant then frames Abbott and Axel for smuggling cocaine and arrests them, an incident that gets back to Taggart and solidifies the allegations about his former boot."
beverlyhillscop_paragraph_0000015,2058,"Abbott and Axel escape police custody by stealing a helicopter, but crash it on a golf course following a shootout with the BHPD and Grant. Once again a fugitive in Beverly Hills, Axel follows Chalino's tip and save Rosewood. The trio hijacks the smugglers semi-truck and escape the pier. Axel calls Jane to tell her the SD cards locations, but Grant answers instead. He's keeping her hostage in exchange for the SD card. After phoning in a final favor from Jeffrey, Axel finds Jane's location and bursts in the mansion to save her. An intense shootout plays out, with Axel ultimately taking a bullet for Jane. The ordeal ends with Grant killed, Jane's client free, and Axel being taken to the hospital."
beverlyhillscop_paragraph_0000016,2058,"A few days later, Axel leaves the hospital in search of better food. Jane finds him and they have a heart-to-heart where they reconnect for the first time. He asks if he can have another shot at being a parent. She wants him to get well then call her. Maybe he can stay longer in Beverly Hills. He makes a deal with her, saying he's very proud of her. They leave the diner for the hospital again, talking as they cross the street."
beverlyhillscop_paragraph_0000017,2058,"A week later, Rosewood and Taggart sit in an unmarked car across the street to watch Foley's hospital. Rosewood asks Taggart a personal question about his relationship with Maureen, and they are both startled when Axel gets in the back seat. He calls them a terrible surveillance team. He doesn't want to be in the hospital anymore. He wants to get a steak. Taggart refuses but Axel presses on then turns to Rosewood. Rosewood decides to start the car, with Taggart giving in. He makes Axel promise not to tell Jane. Axel grins that this will be fantastic - ""trust me."""
beverlyhillscop_paragraph_0000018,2058,"""Hey boss! The Chief ain't chewed it all off,you still got a little ass there."""
beverlyhillscop_paragraph_0000001,2061,"Detective Rosewood


Born
1960


Status
Alive


Aliases
Rosemont (by Hubbard)Roseweed (by Lutz)


Profession
Police Lieutenant (Formerly)DDO-JSIOC (Deputy Director of Operations for Joint Systems Interdepartmental Operational Command) (Former)Private Investigator


Residence
Beverly Hills, California


Affiliation
Beverly Hills Police DepartmentRosewood Investigations


Portrayed By
Judge Reinhold"
beverlyhillscop_paragraph_0000002,2061,"Lieutenant William ""Billy"" Rosewood is a fictional character from the Beverly Hills Cop film series, and is portrayed by Judge Reinhold."
beverlyhillscop_paragraph_0000003,2061,"Billy was born in 1960 and joined the Beverly Hills Police Department in 1981. A good cop, Billy is known to go strictly by the book, and is not as tough as his partner, John Taggart."
beverlyhillscop_paragraph_0000004,2061,"In the first film, he was generally polite and bumbling, and not particularly competent at anything, until it was revealed toward the end of the film that he had excellent marksmanship with a pistol, the second film expands on this weapon proficiency. He made friends with Axel Foley and sticks up for him from his superiors. He and his partner John Taggart help Foley take down Victor Maitland who killed Foley's friend Michael Tandino."
beverlyhillscop_paragraph_0000005,2061,"In Beverly Hills Cop II, Rosewood has matured a bit more and come into his own as a detective, perhaps a bit too much due to his newfound obsession with weaponry and Sylvester Stallone, worrying Taggart and Axel enough to suggest numerous times, ""Billy, we need to talk."" Despite his quirks and longing for excitement, Billy is still a dedicated and good-hearted officer."
beverlyhillscop_paragraph_0000006,2061,"Billy has now been promoted to DDO-JSIOC and Detective Sergeant. Billy is now a big shot. When Axel arrives to visit him, he reveals that his former partner, John Taggart, is now retired and living in Arizona. He also has a new partner in Jon Flint. He along with Flint refuses to believe that Ellis DeWald is dirty. However, he later joins the shootout against DeWald's men. He is later shot by one of the security guards, but he survives. He is later seen in a wheelchair aside Axel and Flint as Uncle Dave introduces a new addition to his theme park in Axel's honor, Axel Fox. Uncle Dave commended Rosewood, Flint and Foley for their service and saving his life."
beverlyhillscop_paragraph_0000007,2061,"Several months back, Rosewood made a bust on a Cartel crew out of Adelanto, though the case went nowhere and the charges were dropped for lack of evidence. The drugs Rosewood confiscated turned out to be powder. The supervisor on the case was Captain Grant, which solidified Rosewood's belief the Captain was dirty. He accused Grant of swapping out the drugs for the powder, and swore up and down to Chief Taggart that Grant was dirty. Taggart didn't believe him, so Rosewood turned over his badge. This ended their 30 year friendship and Rosewood opened his investigative service, Rosewood Investigations."
beverlyhillscop_paragraph_0000008,2061,"Now, when an undercover cop named Lieutenant Copeland is murdered while on duty, the police arrest Sam Enriquez for the murder. Copeland had been investigating Enriquez's Uncle at the time of his death. Rosewood thinks Enriquez is being framed by Grant and other dirty cops, so he asks Jane Saunders if anyone in her Law firm can take Enriquez's case. She volunteers to take it after reading the file."
beverlyhillscop_paragraph_0000009,2061,"After officially joining his case, a group of masked men attack Jane in a parking garage, threatening to kill her if she doesn't drop the case. Rosewood visits her after the attack and asks her to leave the case. He doesn't want to be responsible for telling her dad she died. She makes him promise not to tell her father, whom Rosewood insists she's more alike then she cares to admit. Rosewood calls Axel to tell him of the threat against Jane's life and the complicated case he's working. Rosewood has evidence to blow the whole case wide open. This brings Axel back to Beverly Hills."
beverlyhillscop_paragraph_0000010,2061,"Rosewood goes missing after that night, leaving Axel and Jane to follow the breadcrumbs of the case, left by both Rosewood and Grant, in an attempt to crack it themselves. Two days later, Axel and Detective Bobby Abbott find Rosewood in a warehouse, having been beaten and tortured. They free him and turn their sights on saving a kidnapped Jane from Grant and his cohorts."
beverlyhillscop_paragraph_0000011,2061,"Rosewood, Foley, and Abbott arrive at the mansion where Rosewood has a gunfight with Taggart by his side, reuniting the estranged friends. After stopping everyone, saving Jane, and revealing the dirty cops, Taggart finally tells Rosewood he regrets not having his back before. Axel is sent to the hospital to recover from a bullet wound. He leaves the hospital a few days later to get better food, which makes Jane ask Taggart and Rosewood to keep an eye on her father to make sure he doesn't sneak out again."
beverlyhillscop_paragraph_0000012,2061,"A week later, Rosewood and Taggart sit in an unmarked car across the street to watch Foley. Rosewood asks Taggart a personal question about his relationship with Maureen, and they are both startled when Axel gets in the back seat. He calls them a terrible surveillance team. He doesn't want to be in the hospital anymore. He wants to get a steak. Taggart refuses but Axel presses on then turns to Rosewood. Rosewood decides to start the car, with Taggart giving in. He makes Axel promise not to tell Jane. Axel grins that this will be fantastic - ""trust me."""
beverlyhillscop_paragraph_0000001,2062,"Jon Flint


Status
Alive


Profession
Detective


Residence
Beverly Hills, California, USA


Affiliation
Beverly Hills Police Department


Portrayed By
Hector Elizondo"
beverlyhillscop_paragraph_0000002,2062,Det. Jon Flint is Billy Rosewood's partner who replaces John Taggart who retired and lives at Phoenix Arizona and he is also Ellis DeWald's friend who is also Uncle Dave's shooter.
beverlyhillscop_paragraph_0000003,2062,"During a fire breakout in an apartment he receives a call from his partner Billy that something happened at the Wonderworld Theme park. Then a fireman tells him that Uncle Dave is shot and is in the Hospital and he asked shocked ""Jesus! Somebody shoot Uncle Dave?"" and the fireman replies that Axel Foley shot him not knowing their idol Ellis DeWald is the one who shot Dave and he framed on it on Foley."
beverlyhillscop_paragraph_0000004,2062,Flint then goes to Dave and Dave tells him it was not Foley who shot him and it was his friend Ellis DeWald who shot him. Flint discovers DeWald's treachery and arrives at Wonderworld sees the park in a mess knowing the battle already started and begins examines one of DeWald's dead security. A security opens fire at Flint from the Gondola. He grabs the machine gun and opens fire at the security and he fells off the Gondola.
beverlyhillscop_paragraph_0000005,2062,"Flint looks around as the Theme park music continues playing after the Theme park control panel is damaged during the shootout. Fed up he yells ""Turn that fucking song off!"" and he goes to the Prehistoric world ride discovering DeWald's body on the train and sees Foley killing Fulbright who just killed Sanderson and a bullet hits him in the arm and joins him while recovering from their wounds. Billy then arrives who was injured by the security guard and passes out."
beverlyhillscop_paragraph_0000006,2062,After Dave is recovered he is in a wheel chair with Foley and Billy watching Dave's interview and the introducing of Axel Fox a new character for the theme park.
beverlyhillscop_paragraph_0000001,2080,"Beverly Hills Cop




Theatrical release poster


Film information

Director(s)
Martin Brest


Writer(s)
Daniel Petrie Jr.Danilo Bach (Story By)


Producer(s)
Don SimpsonJerry Bruckheimer


Stars
Eddie Murphy


Release date
December 5, 1984


Rating
R



Film Guide

Followed by
Beverly Hills Cop II"
beverlyhillscop_paragraph_0000002,2080,"Beverly Hills Cop is a 1984 American action comedy film that premiered in the United States on December 5, 1984. It starred Eddie Murphy in a breakout role. It was directed by Martin Brest and written by Daniel Petrie Jr., with a story by Danilo Bach. The film also starred Judge Reinhold, John Ashton, Ronny Cox, Lisa Eilbacher, Steven Berkoff and Jonathan Banks."
beverlyhillscop_paragraph_0000003,2080,"Beverly Hills Cop is the first film in its self-titled series and was critically acclaimed, winning several awards. It grossed $234 million dollars at the domestic box office, making it the biggest film of 1984."
beverlyhillscop_paragraph_0000004,2080,"Axel Foley is working an unauthorized undercover cigarette bust that goes south when two beat cops arrive at the scene. Axel tries to fast talk his way out of the situation, but the criminal panics and bails. What ensues is a high-speed chase through the city where dozens of vehicles, including police cars, are destroyed. The damage done to buildings and city property is immense. When the truck finally stops and the driver flees, the beat cops recognize Axel as a Detroit Police Department detective."
beverlyhillscop_paragraph_0000005,2080,The amusement of the officers continues back at the precinct when Axel returns. His friend and fellow officer Jeffrey Friedman tries to warn Axel about the anger felt by their by-the-book and fed up boss Captain Douglas Todd. Axel ignores Jeff and tries not to listen. The officers in the locker room lodge ill-made jokes. Todd angrily storms off and threatens to fire Axel if he does anything like that again. He has no time or patience left for Axel's antics. Todd is under attack from the higher-ups because of Axel's disregard for proper procedure. He sends Axel home.
beverlyhillscop_paragraph_0000006,2080,"Axel arrives at his apartment to find it's been broken into by his childhood friend, Mikey Tandino. Mikey was released from prison over six months ago but is just now visiting Axel. Mikey shows Axel some German bearer bonds and Axel wonders how he got them, but chooses not to question him."
beverlyhillscop_paragraph_0000007,2080,"Mikey and Axel go to a bar where they catch up. Mikey lived in Beverly Hills, California, where he worked as a security guard at the Hollis Benton Art Gallery. He got the job from their shared friend Jenny Summers. Mikey gets hustled at pool then tells Axel they should steal a car together. They reminisce over them stealing a Cadillac, which Mikey got pinched for and went to state school. Axel asks why Mikey didn't tell on him when they got caught. Mikey didn't tell because he loves Axel."
beverlyhillscop_paragraph_0000008,2080,"They return to Axel's apartment, where Axel has to help Mikey stand. They laugh only for someone to cold clock Axel, knocking him out. Two men, Zack and Casey, confront Mikey about the bearer bonds he stole. Mikey didn't think anyone would miss a few since there were so many boxes. Zack threatens Mikey to never show his face in California again. He then punches Mikey and shoots him in the back of the head, killing him."
beverlyhillscop_paragraph_0000009,2080,"The police arrive to the crime scene. Todd orders Axel to the hospital for the cut on his head. Axel asks to be assigned to investigate Mikey's murder since Detective Rand doesn't know the time of day. Inspector Todd refuses to allow it because Axel was Mikey's friend. They argue on the streets as Todd orders Axel to stay away from the case. He points out key parts of the case - Mikey was a hoodlum friend, the hit was professional, and it was done in a cop's apartment. Axel decides to take his vacation time early. Todd warns that if he butts into the case it'll be the longest vacation he's ever heard of."
beverlyhillscop_paragraph_0000010,2080,"Axle drives to Beverly Hills to solve the crime himself. He puts himself up in a hotel under the rouse of being a Rolling Stone reporter doing a piece on Michael Jackson. After accusing the hotel of losing his reservation and not fixing it because he's black, the hotel gives him a suite at the same price as the regular room."
beverlyhillscop_paragraph_0000011,2080,"Axel visits the Hollis Benton Art Gallery. He's confused by the art inside and encounters the secretary, Serge, who isn't much help. He offers beverages including his homemade espresso. After reuniting with Jenny and sharing the news of Mikey's death, he asks about the job she got Mikey. Their boss Victor Maitland hired Mikey at the warehouse as a favor to Jenny. She has to go back to work but they make plans to meet later."
beverlyhillscop_paragraph_0000012,2080,"Axel, posing as a flower deliverer, goes to Maitland's office and convinces the secretary that he takes his job seriously, which is why he must deliver the flowers to Maitland personally. He ditches the flowers once upstairs. Axel tries to question Maitland about Mikey, but the man toys with Axel. He orders Axel be carried out of the building. He is thrown through a glass-plated window. The police are called with everyone claiming Axel broke in and then charged through the window on his own accord. Thus, he's arrested for trespassing. Axel is infuriated and stupefied that he's being arrested for being thrown through a window."
